count,mean,std,min,25%,50%,75%,max
2000.0,88.919,21.826741449908656,35.0,74.0,85.0,100.0,215.0
2000.0,1229.472,451.4861194699534,240.0,935.75,1144.5,1419.0,3804.0
2000.0,0.321387995649953,0.07484396244775274,0.1372745055422734,0.27346374580067184,0.31523909117897186,0.3586508033106134,0.8280928592418454
2000.0,0.0585,0.24921638068594346,0.0,0.0,0.0,0.0,2.0
2000.0,26.686,5.883766935958489,12.0,23.0,26.0,30.0,73.0
2000.0,0.6704145075162301,0.057356866005489525,0.5049348331620789,0.633819238098716,0.665035334402809,0.6983731070843577,0.9766355140186916
2000.0,0.887568968693316,0.019798013468715642,0.8266014261786631,0.8746661775855392,0.8863344851239819,0.8990896332365892,0.9857752489331436
2000.0,20.692,16.000410700081595,2.0,11.0,16.0,25.0,169.0
2000.0,1.0835,0.39192416648650036,1.0,1.0,1.0,1.0,10.0
2000.0,1.0835,0.39192416648650036,1.0,1.0,1.0,1.0,10.0
2000.0,-0.13452205052482696,0.06804254868797834,-0.3034901637311156,-0.17594534950452376,-0.14588345130843589,-0.10988812738062773,0.5472819932049819
2000.0,-0.13452205052482688,0.06804254868797836,-0.3034901637311145,-0.17594534950452387,-0.14588345130843533,-0.10988812738062795,0.547281993204983
2000.0,1.5822438675488482,0.10642636899650368,0.0,1.5051378446115289,1.565217391304348,1.6676206422685296,1.8745454545454543
2000.0,35.28163352359361,6.428852784647065,13.691157826402412,31.080625026761723,34.82231793247213,38.846994886490826,70.95680163708232
2000.0,32.85536447522223,5.791148542161735,12.513708435960591,28.95401912797888,32.44696214075555,36.03026540622031,64.41768702135047
2000.0,11.716,4.855216840191861,0.0,10.0,12.0,15.0,30.0
2000.0,18.272125,3.8733681370013575,7.0,16.0,18.0,20.0,73.0
2000.0,23.06575,5.131833960427666,9.0,20.0,22.0,26.0,73.0
2000.0,30.001375,6.606638002208165,12.0,25.0,29.0,34.0,73.0
2000.0,80.187,19.80800872386728,31.0,67.0,77.0,90.0,178.0
2000.0,27.140851736780505,4.7133628163001795,11.16279069767442,24.02732683982684,26.68059210526316,29.84664070107108,67.90361445783132
2000.0,0.036198733667593415,0.02013372372531046,0.0,0.021925078921958427,0.03698247704570335,0.0499493905228419,0.1255112481171668
2000.0,0.06144894475413833,0.017841510586306605,0.0143756634240872,0.049488049469102395,0.0614183774761856,0.07262487640911368,0.1765140219429096
2000.0,0.08721077553366044,0.020165532134419357,0.0333315319041089,0.07429825603096485,0.0864794096014352,0.09821085068368693,0.1990280374205142
2000.0,0.12145178073266781,0.01908688298335103,0.0616691058193216,0.10843414612988238,0.1199262040669287,0.13307500857782784,0.2290786656096624
2000.0,0.2328560263523645,0.02506403840562746,0.1178425526861196,0.21640689149079573,0.23352569188553163,0.248869600553248,0.32928228726697
2000.0,0.09710502757377357,0.013906108308887536,0.0563433491852814,0.08767982071537567,0.09759225781306616,0.10533569539972903,0.1610815421396156
2000.0,0.00681646891805624,0.002793295062071087,0.0007731958762886,0.00516266213192845,0.0068468833411890005,0.0083643216121019,0.0231662547946391
2000.0,0.008871849005993795,0.002549092930883133,0.0034533620772573,0.0072391186386931,0.0086720814877977,0.010077717609177226,0.0278708012916235
2000.0,0.01020737834256138,0.0028720912256583585,0.0037960099914727,0.008415693752526876,0.009892252299655,0.0114659749178848,0.0286523855993134
2000.0,0.012635322530551754,0.003498877099268197,0.004108878049558,0.010039461864629375,0.01229509456939995,0.0146696570409747,0.0331019670887376
2000.0,0.03168510318063721,0.005176426532201829,0.0149669014179693,0.028140931495322152,0.0313619751622289,0.03459110628169413,0.0670607877429835
2000.0,0.011908872327448111,0.0029393697896667667,0.0046511627906976,0.01,0.0117647058823529,0.0135135135135135,0.0285714285714285
2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,1.99997267057155e-06,6.525534603869937e-05,0.0,0.0,0.0,0.0,0.0025101101659461
2000.0,0.003004156046473968,0.003224982661037245,0.0,0.0,0.00237647004137025,0.0052758797006461,0.0232650025565938
2000.0,0.14138057956664488,0.0512602134274665,0.0149909357132897,0.10692281850161675,0.1338446517201926,0.1654116115836751,0.4848564854974959
2000.0,0.00804966201155495,0.0015339802135926877,0.0020797175594023,0.007087363862765925,0.00798753867615955,0.008843053828617276,0.0211840542062741
2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,1.87224401636595e-06,6.15473156320951e-05,0.0,0.0,0.0,0.0,0.002405522242365
2000.0,0.0030039013578480283,0.0032282167979567683,0.0,0.0,0.0023822804815692,0.0052758797006461,0.0236020080881329
2000.0,0.14142599885635534,0.05136300774653301,0.0151071445172687,0.10695277274205264,0.1333031190442848,0.16533607586108873,0.4840832799002422
2000.0,0.008049718135227712,0.0015356076929411966,0.0020833578351896,0.007084960256588575,0.0079834873042455,0.0088454204785423,0.0211878377487294
