count,mean,std,min,25%,50%,75%,max
2000.0,0.5808491172059405,0.06641841137974071,0.371323529412,0.536585365854,0.5773921881805,0.623076923077,0.878048780488
2000.0,0.760653776017484,0.045879143524449266,0.601176470588,0.73017873651775,0.7623900628210001,0.7928683216405,0.882380952381
2000.0,0.6413199007800605,0.03866067110522034,0.5,0.6174350744095001,0.642857142857,0.666666666667,0.794117647059
2000.0,0.7789473652792335,0.0375036622894472,0.609375,0.756756756757,0.78125,0.805194805195,0.877551020408
2000.0,0.7056284785853341,0.07698473411812755,0.443298969072,0.653846153846,0.7051956815115,0.755156317846,0.967741935484
2000.0,0.779158901884771,0.11695332122401694,0.4,0.7,0.782608695652,0.863636363636,1.0
2000.0,0.6435067695991815,0.09526575826595969,0.357142857143,0.578947368421,0.641025641026,0.703269675926,0.974358974359
2000.0,0.2446912097811651,0.05925239168669289,0.0666666666667,0.205882352941,0.24,0.28094442757325,0.622641509434
2000.0,4.78198871292106,1.5240988711575243,1.0,3.7443181818175,4.625,5.6,16.5
2000.0,0.9881040681540685,0.050754463764393944,0.461538461538,1.0,1.0,1.0,1.0
2000.0,0.16271925341452043,0.06459775690047595,0.0,0.119047619048,0.1575187969925,0.20241862567825,0.552631578947
2000.0,2.1875232853747346,0.9938553143960986,0.0,1.5,2.0,2.75,10.5
2000.0,0.857876898591617,0.17709976847835807,0.0,0.75,0.912878787879,1.0,1.0
2000.0,0.11940285428979794,0.10106873562268325,0.0,0.047619047619,0.105263157895,0.181818181818,0.75
2000.0,0.3879386468106867,0.36205425608084424,0.0,0.142857142857,0.333333333333,0.6,3.5
2000.0,0.32342552549573217,0.26533389222140563,0.0,0.142857142857,0.285714285714,0.5,1.0
2000.0,0.20596443097913364,0.08743859041885965,0.0,0.146341463415,0.2,0.258620689655,0.625
2000.0,1.6200948025422726,0.8098341910101917,0.0,1.0,1.5,2.0,5.5
2000.0,0.7897793437363461,0.21650724728300086,0.0,0.666666666667,0.833333333333,1.0,1.0
2000.0,0.42339062109587466,0.11193318495677321,0.0701919542429,0.34639996923399996,0.418940002936,0.4939170209525,0.793634600673
2000.0,0.7063036555841966,0.10154397903389074,0.0,0.6646084670607499,0.7180757034215,0.7659055244140001,0.935342735433
2000.0,0.000848293198633,0.021979506350147195,0.0,0.0,0.0,0.0,0.632268549252
2000.0,0.0011103433094715,0.028690036002532466,0.0,0.0,0.0,0.0,0.791772941649
2000.0,0.947057416963062,0.05306476946246789,0.0,0.93189433072075,0.9618300828324999,0.9799264148967499,0.999996389378
2000.0,0.956944688777754,0.08985134648938832,0.0,0.95345445710625,0.9762926573855,0.9884877991915,0.999991566844
2000.0,0.0013897009893615,0.035931742445053635,0.0,0.0,0.0,0.0,0.99283729041
2000.0,0.0013529904073124998,0.03500896479637984,0.0,0.0,0.0,0.0,0.994715206777
2000.0,0.8916898919461935,0.04065649969063198,0.415300207767,0.877010572565,0.89881420675,0.915472796903,0.963694183739
2000.0,0.8889603796227016,0.09009770800855564,0.0,0.8806334890334999,0.9047636888915,0.92244100355225,0.97175211984
2000.0,0.001404285082392,0.03624320367770994,0.0,0.0,0.0,0.0,0.945584916131
2000.0,0.00136805222211,0.03534106530640591,0.0,0.0,0.0,0.0,0.944225190362
2000.0,0.03662541508576338,0.015863984682591682,0.0,0.025641025641,0.0357142857143,0.0466666666667,0.104838709677
2000.0,0.035317500094294095,0.015699378305772116,0.0,0.0243902439024,0.0344827586207,0.0451127819549,0.104838709677
2000.0,0.001021717625298955,0.002957423318409097,0.0,0.0,0.0,0.0,0.0365853658537
2000.0,0.007178060820802401,0.006958569304229118,0.0,0.0,0.00689655172414,0.0111111111111,0.0519480519481
2000.0,0.0018511629497051,0.0037174661599087624,0.0,0.0,0.0,0.0,0.0277777777778
2000.0,0.03964118900563262,0.016520739923849795,0.0,0.028288561987025,0.0388619201726,0.050219717836024996,0.112903225806
2000.0,0.012620460867054786,0.010310263291438184,0.0,0.00606060606061,0.0111111111111,0.0188679245283,0.0645161290323
2000.0,0.002575145319020795,0.00527531332108441,0.0,0.0,0.0,0.0034181096681075002,0.0434782608696
2000.0,0.006590397377513725,0.008117378810737817,0.0,0.0,0.00529100529101,0.0104712041885,0.0645161290323
2000.0,0.009727595315763036,0.00835313119306227,0.0,0.0048019414795725,0.00813008130081,0.0141843971631,0.0653594771242
2000.0,0.023571714679407933,0.011295819819390766,0.0,0.015503875969,0.0223880597015,0.030303030303,0.0915032679739
2000.0,0.0022274435714708545,0.0040097485475437,0.0,0.0,0.0,0.00490196078431,0.025974025974
2000.0,0.12056174760920225,0.029211664531303732,0.025641025641,0.101449275362,0.120567375887,0.139705882353,0.240740740741
2000.0,0.021697736794216736,0.011314508962516626,0.0,0.013986013986,0.0204081632653,0.028605604921375,0.0740740740741
2000.0,0.013271765417806464,0.00838662779319998,0.0,0.00719424460432,0.0121951219512,0.0178571428571,0.0526315789474
2000.0,0.008427707487521096,0.007800076983332671,0.0,0.0,0.00746268656716,0.0130718954248,0.0555555555556
2000.0,0.043452367164393095,0.017162190377015968,0.0,0.03189795365225,0.0425531914894,0.0540540540541,0.113333333333
2000.0,0.028672924210149966,0.014257506222786417,0.0,0.01849011588275,0.0275862068966,0.0375939849624,0.0898876404494
2000.0,0.010187349960841448,0.008574225139002677,0.0,0.0,0.00884955752212,0.01523811369005,0.0515463917526
2000.0,0.00213716098458555,0.003810555209057801,0.0,0.0,0.0,0.00493220504316,0.0263157894737
2000.0,0.00587673883923134,0.007154198914677814,0.0,0.0,0.005194840241795,0.009184881410395,0.0434782608696
2000.0,0.002567385745720645,0.004637129615115576,0.0,0.0,0.0,0.00561797752809,0.0338983050847
2000.0,0.060502911180691225,0.01972484473351125,0.00709219858156,0.047619047619,0.05965207077195,0.0724637681159,0.161290322581
2000.0,0.0031947225198259597,0.005076607989103621,0.0,0.0,0.0,0.00625,0.0365853658537
2000.0,0.05756068039725416,0.02022669490704869,0.0,0.0445859872611,0.056394820536099996,0.0694980694981,0.161290322581
