Filename,lemma_ttr,lemma_mattr,lexical_density_tokens,lexical_density_types,content_ttr,verb_ttr,argument_ttr,adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_cw_sent_div_seg,adjacent_overlap_binary_cw_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_argument_sent,adjacent_overlap_argument_sent_div_seg,adjacent_overlap_binary_argument_sent,lsa_1_all_sent,lsa_2_all_sent,lsa_1_all_para,lsa_2_all_para,lda_1_all_sent,lda_2_all_sent,lda_1_all_para,lda_2_all_para,word2vec_1_all_sent,word2vec_2_all_sent,word2vec_1_all_para,word2vec_2_all_para,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective,label
8600018.txt,0.608974358974,0.826542056075,0.666666666667,0.768421052632,0.701923076923,0.782608695652,0.672413793103,0.236641221374,4.42857142857,1.0,0.170454545455,2.14285714286,0.857142857143,0.210526315789,0.571428571429,0.571428571429,0.183673469388,1.28571428571,0.714285714286,0.448560638252,0.720316871407,0.0,0.0,0.937512092934,0.963877827124,0.0,0.0,0.91006385603,0.917964650874,0.0,0.0,0.0448717948718,0.0384615384615,0.00641025641026,0.00641025641026,0.0,0.0448717948718,0.0128205128205,0.0,0.00641025641026,0.025641025641,0.0320512820513,0.0,0.0705128205128,0.0192307692308,0.00641025641026,0.0128205128205,0.0512820512821,0.025641025641,0.0128205128205,0.0,0.0,0.0,0.0769230769231,0.00641025641026,0.0641025641026,ai
8600029.txt,0.524390243902,0.748,0.646341463415,0.813953488372,0.660377358491,0.774193548387,0.653846153846,0.247787610619,5.6,1.0,0.1375,2.2,1.0,0.0740740740741,0.4,0.4,0.102564102564,0.8,0.6,0.504932426509,0.834314744737,0.0,0.0,0.982048040236,0.994656736434,0.0,0.0,0.947212228851,0.948113287744,0.0,0.0,0.0548780487805,0.0487804878049,0.00609756097561,0.0121951219512,0.0,0.0487804878049,0.0182926829268,0.0,0.0121951219512,0.0,0.0121951219512,0.0,0.115853658537,0.0243902439024,0.0121951219512,0.0121951219512,0.0548780487805,0.0365853658537,0.00609756097561,0.0,0.00609756097561,0.0,0.0609756097561,0.00609756097561,0.0670731707317,ai
8600088.txt,0.5625,0.792972972973,0.60625,0.8,0.742268041237,0.904761904762,0.567164179104,0.217054263566,4.66666666667,1.0,0.0705882352941,1.0,0.666666666667,0.0,0.0,0.0,0.2,1.83333333333,1.0,0.389406656593,0.787115004122,0.0,0.0,0.91354522668,0.95976568949,0.0,0.0,0.892423411988,0.903165213214,0.0,0.0,0.05625,0.05,0.00625,0.0,0.0,0.05,0.0125,0.0,0.0125,0.0,0.00625,0.0,0.10625,0.0125,0.00625,0.00625,0.05625,0.00625,0.0,0.0,0.0,0.0,0.0625,0.00625,0.06875,ai
8600091.txt,0.529411764706,0.726,0.680672268908,0.809523809524,0.62962962963,0.833333333333,0.489795918367,0.259259259259,5.25,1.0,0.224137931034,3.25,1.0,0.133333333333,0.5,0.5,0.3125,2.5,1.0,0.582999146527,0.804108327257,0.0,0.0,0.944183859358,0.933557884912,0.0,0.0,0.937583003132,0.931764382018,0.0,0.0,0.0336134453782,0.0336134453782,0.0,0.0,0.0,0.0336134453782,0.0,0.0,0.0,0.0168067226891,0.0420168067227,0.0,0.126050420168,0.0252100840336,0.0252100840336,0.0,0.0336134453782,0.0336134453782,0.00840336134454,0.0,0.0,0.0,0.0504201680672,0.0,0.0420168067227,ai
8600148.txt,0.586956521739,0.72976744186,0.70652173913,0.814814814815,0.676923076923,0.647058823529,0.625,0.253968253968,4.0,1.0,0.208333333333,2.5,1.0,0.25,0.75,0.5,0.241379310345,1.75,1.0,0.574298990333,0.734309309419,0.0,0.0,0.897971865551,0.924163019235,0.0,0.0,0.911928408021,0.912240871208,0.0,0.0,0.0434782608696,0.0434782608696,0.0,0.0108695652174,0.0,0.054347826087,0.0,0.0,0.0,0.0108695652174,0.0217391304348,0.0,0.141304347826,0.0217391304348,0.0108695652174,0.0108695652174,0.054347826087,0.0217391304348,0.0108695652174,0.0,0.0,0.0,0.0652173913043,0.0,0.054347826087,ai
8600201.txt,0.56050955414,0.716666666667,0.668789808917,0.795454545455,0.666666666667,0.764705882353,0.622641509434,0.285714285714,5.66666666667,1.0,0.231707317073,3.16666666667,1.0,0.0714285714286,0.166666666667,0.166666666667,0.255813953488,1.83333333333,1.0,0.706352432056,0.872319659016,0.0,0.0,0.994996219085,0.995206234634,0.0,0.0,0.940521468098,0.945801177963,0.0,0.0,0.0636942675159,0.0636942675159,0.0,0.0,0.00636942675159,0.0636942675159,0.031847133758,0.0,0.031847133758,0.031847133758,0.0382165605096,0.00636942675159,0.0955414012739,0.0127388535032,0.00636942675159,0.00636942675159,0.0700636942675,0.0509554140127,0.031847133758,0.00636942675159,0.0,0.0,0.114649681529,0.00636942675159,0.12101910828,ai
8600252.txt,0.549618320611,0.77,0.648854961832,0.833333333333,0.705882352941,0.875,0.607843137255,0.305882352941,6.5,1.0,0.222222222222,3.5,1.0,0.0,0.0,0.0,0.342105263158,3.25,1.0,0.448949151949,0.707353910351,0.0,0.0,0.989418860752,0.997930676265,0.0,0.0,0.906245732266,0.901659948606,0.0,0.0,0.0381679389313,0.0381679389313,0.0,0.0,0.0,0.0610687022901,0.0,0.0,0.0,0.00763358778626,0.0152671755725,0.0,0.160305343511,0.0152671755725,0.00763358778626,0.00763358778626,0.0610687022901,0.030534351145,0.0152671755725,0.0,0.0152671755725,0.0,0.0687022900763,0.0,0.0610687022901,ai
8600254.txt,0.571428571429,0.695324675325,0.626984126984,0.791666666667,0.721518987342,0.789473684211,0.634615384615,0.294736842105,4.66666666667,1.0,0.203125,2.16666666667,0.833333333333,0.133333333333,0.333333333333,0.333333333333,0.272727272727,2.0,0.833333333333,0.425522230508,0.689745338668,0.0,0.0,0.934205028585,0.915042540327,0.0,0.0,0.878536082561,0.877059945975,0.0,0.0,0.0396825396825,0.031746031746,0.00793650793651,0.00793650793651,0.00793650793651,0.031746031746,0.00793650793651,0.0,0.0,0.00793650793651,0.015873015873,0.00793650793651,0.150793650794,0.0238095238095,0.015873015873,0.00793650793651,0.047619047619,0.0238095238095,0.0,0.00793650793651,0.0,0.0,0.0396825396825,0.015873015873,0.047619047619,ai
8600298.txt,0.573529411765,0.779540229885,0.566176470588,0.769230769231,0.779220779221,1.0,0.695652173913,0.288659793814,7.0,1.0,0.112903225806,1.75,0.5,0.0,0.0,0.0,0.162162162162,1.5,0.5,0.567966804593,0.80196275958,0.0,0.0,0.955106418165,0.964854216062,0.0,0.0,0.920312333013,0.924514786754,0.0,0.0,0.0735294117647,0.0735294117647,0.0,0.0147058823529,0.0,0.0735294117647,0.0220588235294,0.0,0.0220588235294,0.00735294117647,0.0294117647059,0.0,0.125,0.0514705882353,0.0367647058824,0.0147058823529,0.0808823529412,0.0294117647059,0.0147058823529,0.0,0.00735294117647,0.0,0.102941176471,0.0,0.102941176471,ai
8600338.txt,0.58064516129,0.7264,0.620967741935,0.819444444444,0.766233766234,0.7,0.775,0.220930232558,3.8,1.0,0.118644067797,1.4,0.4,0.0666666666667,0.2,0.2,0.0967741935484,0.6,0.6,0.389461447663,0.666472720083,0.0,0.0,0.865636917833,0.945253302867,0.0,0.0,0.907939214386,0.912153253681,0.0,0.0,0.0403225806452,0.0403225806452,0.0,0.0,0.0,0.0483870967742,0.00806451612903,0.0,0.0,0.00806451612903,0.0322580645161,0.0,0.145161290323,0.0241935483871,0.0241935483871,0.0,0.0483870967742,0.0241935483871,0.00806451612903,0.0,0.0,0.00806451612903,0.0645161290323,0.0,0.0564516129032,ai
